SERVICIO	I / O	VARIABLE	TIPO_DATO	LONGITUD	CARDINALIDAD	CAMPO	DESCRIPCION	PATH	VALOR	Observacion
ConsultaClienteUnClick	IN	codIdioma	string					con:consultaClienteUnClick:Request:Data:codIdioma		
ConsultaClienteUnClick	IN	codPais	string					con:consultaClienteUnClick:Request:Data:codPais		
ConsultaClienteUnClick	IN	valOrigen	string					con:consultaClienteUnClick:Request:Data:valOrigen		
ConsultaClienteUnClick	IN	idTransaccion	string					con:consultaClienteUnClick:Request:Data:idTransaccion		
ConsultaClienteUnClick	IN	valVersionApp	string					con:consultaClienteUnClick:Request:Data:valVersionApp		
ConsultaClienteUnClick	IN	numeroId	string					con:consultaClienteUnClick:Request:Data:numeroId	19207329	
ConsultaClienteUnClick	IN	tipoId	string					con:consultaClienteUnClick:Request:Data:tipoId	1	
ConsultaClienteUnClick	OUT	nombreOperacion	string					NS2:consultaClienteUnClickResponse:Response:DataHeader:nombreOperacion	consultaClienteUnClick	
ConsultaClienteUnClick	OUT	total	int					NS2:consultaClienteUnClickResponse:Response:DataHeader:total	2337	
ConsultaClienteUnClick	OUT	caracterAceptacion	string					NS2:consultaClienteUnClickResponse:Response:DataHeader:caracterAceptacion	B	
ConsultaClienteUnClick	OUT	ultimoMensaje	short					NS2:consultaClienteUnClickResponse:Response:DataHeader:ultimoMensaje	1	
ConsultaClienteUnClick	OUT	codMsgRespuesta	short					NS2:consultaClienteUnClickResponse:Response:DataHeader:codMsgRespuesta	0	
ConsultaClienteUnClick	OUT	msgRespuesta	string					NS2:consultaClienteUnClickResponse:Response:DataHeader:msgRespuesta		
ConsultaClienteUnClick	OUT	desctipoidentificacionAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:desctipoidentificacionAL	CEDULA DE CIUDADANIA	
ConsultaClienteUnClick	OUT	nroIdentificacionAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:nroIdentificacionAL	19207329	
ConsultaClienteUnClick	OUT	tipoIdentificacionAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:tipoIdentificacionAL	1	
ConsultaClienteUnClick	OUT	actLaboralAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:actLaboralAL	INDEPENDIENTE	
ConsultaClienteUnClick	OUT	tipoContratoAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:tipoContratoAL	0	
ConsultaClienteUnClick	OUT	fechaInicioAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:fechaInicioAL	1900/01/01 0:00:00	
ConsultaClienteUnClick	OUT	carreraAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:carreraAL		
ConsultaClienteUnClick	OUT	anoCursaAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:anoCursaAL		
ConsultaClienteUnClick	OUT	universidadAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:universidadAL		
ConsultaClienteUnClick	OUT	tipoAL	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:actLaborales:actLaboral:tipoAL	Laboral	
ConsultaClienteUnClick	OUT	nroIdentificacionNT	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:notas:nota:nroIdentificacionNT		
ConsultaClienteUnClick	OUT	descTipoIdentificacionNT	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:notas:nota:descTipoIdentificacionNT		
ConsultaClienteUnClick	OUT	tipoIdentificacionNT	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:notas:nota:tipoIdentificacionNT		
ConsultaClienteUnClick	OUT	tipoNotaNT	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:notas:nota:tipoNotaNT		
ConsultaClienteUnClick	OUT	notaNT	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:notas:nota:notaNT		
ConsultaClienteUnClick	OUT	nroIdentificacionOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:nroIdentificacionOI		
ConsultaClienteUnClick	OUT	descTipoIdentificacionOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:descTipoIdentificacionOI		
ConsultaClienteUnClick	OUT	tipoIdentificacionOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:tipoIdentificacionOI		
ConsultaClienteUnClick	OUT	tipoOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:tipoOI		
ConsultaClienteUnClick	OUT	tipoDeOperacionOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:tipoDeOperacionOI		
ConsultaClienteUnClick	OUT	descripcionOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:descripcionOI		
ConsultaClienteUnClick	OUT	valorMensualOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:valorMensualOI		
ConsultaClienteUnClick	OUT	remitenteBeneficiarioOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:remitenteBeneficiarioOI		
ConsultaClienteUnClick	OUT	codigoCiudadOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:codigoCiudadOI		
ConsultaClienteUnClick	OUT	ciudadOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:ciudadOI		
ConsultaClienteUnClick	OUT	departamentoOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:departamentoOI		
ConsultaClienteUnClick	OUT	codigoPaisOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:codigoPaisOI		
ConsultaClienteUnClick	OUT	paisOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:paisOI		
ConsultaClienteUnClick	OUT	codigoPaisDestinoOI	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:operacionesInternacionales:operacionInternacional:codigoPaisDestinoOI		
ConsultaClienteUnClick	OUT	nroIdentificacionMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:nroIdentificacionMN		
ConsultaClienteUnClick	OUT	descTipoIdentificacionMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:descTipoIdentificacionMN		
ConsultaClienteUnClick	OUT	tipoIdentificacionMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:tipoIdentificacionMN		
ConsultaClienteUnClick	OUT	tipoMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:tipoMN		
ConsultaClienteUnClick	OUT	ciudadEntidadMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:ciudadEntidadMN		
ConsultaClienteUnClick	OUT	cuentaEntidadMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:cuentaEntidadMN		
ConsultaClienteUnClick	OUT	monedaMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:monedaMN		
ConsultaClienteUnClick	OUT	nombreEntidadMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:nombreEntidadMN		
ConsultaClienteUnClick	OUT	paisMN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:monedas:moneda:paisMN		
ConsultaClienteUnClick	OUT	nroIdentificacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:nroIdentificacionRF		
ConsultaClienteUnClick	OUT	descTipoIdentificacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:descTipoIdentificacionRF		
ConsultaClienteUnClick	OUT	tipoIdentificacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:tipoIdentificacionRF		
ConsultaClienteUnClick	OUT	relacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:relacionRF		
ConsultaClienteUnClick	OUT	codigoRelacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:codigoRelacionRF		
ConsultaClienteUnClick	OUT	claseDeRelacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:claseDeRelacionRF		
ConsultaClienteUnClick	OUT	claseDeRelacionGlosaRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:claseDeRelacionGlosaRF		
ConsultaClienteUnClick	OUT	nroIdentificacionREF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:nroIdentificacionREF		
ConsultaClienteUnClick	OUT	descTipoIdentificacionREF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:descTipoIdentificacionREF		
ConsultaClienteUnClick	OUT	tipoIdentificacionREFE	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:tipoIdentificacionREFE		
ConsultaClienteUnClick	OUT	primerApellidoRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:primerApellidoRF		
ConsultaClienteUnClick	OUT	segundoApellidoRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:segundoApellidoRF		
ConsultaClienteUnClick	OUT	nombreRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:nombreRF		
ConsultaClienteUnClick	OUT	telefonoRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:telefonoRF		
ConsultaClienteUnClick	OUT	direccionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:direccionRF		
ConsultaClienteUnClick	OUT	ciudadDireccionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:ciudadDireccionRF		
ConsultaClienteUnClick	OUT	ciudadTelefonoRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:ciudadTelefonoRF		
ConsultaClienteUnClick	OUT	tipoRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:tipoRF		
ConsultaClienteUnClick	OUT	tipoRelacionRF	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:tipoRelacionRF		
ConsultaClienteUnClick	OUT	email	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:referencias:referencia:email		
ConsultaClienteUnClick	OUT	nroIdentificacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:nroIdentificacionPC		
ConsultaClienteUnClick	OUT	descTipoIdentificacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:descTipoIdentificacionPC		
ConsultaClienteUnClick	OUT	tipoIdentificacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:tipoIdentificacionPC		
ConsultaClienteUnClick	OUT	nombreEntidadPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:nombreEntidadPC		
ConsultaClienteUnClick	OUT	valorSaldoDeudaPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:valorSaldoDeudaPC		
ConsultaClienteUnClick	OUT	valorAprobadoPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:valorAprobadoPC		
ConsultaClienteUnClick	OUT	cuotaMensualPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:cuotaMensualPC		
ConsultaClienteUnClick	OUT	fechaAprobacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:fechaAprobacionPC		
ConsultaClienteUnClick	OUT	matriculaInmobiliariaPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:matriculaInmobiliariaPC		
ConsultaClienteUnClick	OUT	valorComercialPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:valorComercialPC		
ConsultaClienteUnClick	OUT	tipoObligacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:tipoObligacionPC		
ConsultaClienteUnClick	OUT	codigoTipoObligacionPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:codigoTipoObligacionPC		
ConsultaClienteUnClick	OUT	tipoPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:tipoPC		
ConsultaClienteUnClick	OUT	nombrePC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:nombrePC		
ConsultaClienteUnClick	OUT	tipoPasivoPC	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:tipoPasivoPC		
ConsultaClienteUnClick	OUT	descripcion	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:pasivosCreditos:pasivoCredito:descripcion		
ConsultaClienteUnClick	OUT	nroIdentificacionPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:nroIdentificacionPV	19207329	
ConsultaClienteUnClick	OUT	descTipoIdentificacionPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:descTipoIdentificacionPV	CEDULA DE CIUDADANIA	
ConsultaClienteUnClick	OUT	tipoIdentificacionPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:tipoIdentificacionPV	1	
ConsultaClienteUnClick	OUT	tipoPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:tipoPV	Otros Activos	
ConsultaClienteUnClick	OUT	codigoTipoPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:codigoTipoPV	3	
ConsultaClienteUnClick	OUT	marcaVehiculoPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:marcaVehiculoPV		
ConsultaClienteUnClick	OUT	valorComercialPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:valorComercialPV	2000000	
ConsultaClienteUnClick	OUT	modeloVehiculoPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:modeloVehiculoPV		
ConsultaClienteUnClick	OUT	placaVehiculoPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:placaVehiculoPV		
ConsultaClienteUnClick	OUT	reservaDominioVehPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:reservaDominioVehPV		
ConsultaClienteUnClick	OUT	tipodeInmueblePV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:tipodeInmueblePV		
ConsultaClienteUnClick	OUT	direccionInmueblePV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:direccionInmueblePV		
ConsultaClienteUnClick	OUT	ciudadInmueblePV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:ciudadInmueblePV		
ConsultaClienteUnClick	OUT	matriculaInmobiliariaPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:matriculaInmobiliariaPV		
ConsultaClienteUnClick	OUT	saldoHipotecaPV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:saldoHipotecaPV		
ConsultaClienteUnClick	OUT	marcaTipoInmueblePV	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:activosPropiedadesVehiculos:activoPropiedadVehiculo:marcaTipoInmueblePV		
ConsultaClienteUnClick	OUT	nroIdentificacionEG	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:nroIdentificacionEG	19207329	
ConsultaClienteUnClick	OUT	descTipoIdentificacionEG	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:descTipoIdentificacionEG	CEDULA DE CIUDADANIA	
ConsultaClienteUnClick	OUT	tipoIdentificacionEG	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:tipoIdentificacionEG	1	
ConsultaClienteUnClick	OUT	montoEG	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:montoEG	100000000	
ConsultaClienteUnClick	OUT	tipoEG	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:tipoEG	Arriendos	
ConsultaClienteUnClick	OUT	descripcion	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:egresos:egreso:descripcion	GASTOS_FAMILIARES	
ConsultaClienteUnClick	OUT	nroIdentificacionIN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:ingresos:ingreso:nroIdentificacionIN	19207329	
ConsultaClienteUnClick	OUT	descTipoIdentificacionIN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:ingresos:ingreso:descTipoIdentificacionIN	CEDULA DE CIUDADANIA	
ConsultaClienteUnClick	OUT	tipoIdentificacionIN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:ingresos:ingreso:tipoIdentificacionIN	1	
ConsultaClienteUnClick	OUT	valorIN	string		0..n			NS2:consultaClienteUnClickResponse:Response:Data:datos_PN:ingresos:ingreso:valorIN	12000000	
